RESOURCE,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR
Casearia pauciflora,29,28,8,7,Trichothraupis melanops,0.5
Casearia sylvestris,3,3,2,1.3,Trichothraupis melanops,1
Cecropia glaziovii,230,12.62,2,0.62,Trichothraupis melanops,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Trichothraupis melanops,0.5
Cecropia pachystachya,200,10,2,0.61,Trichothraupis melanops,1
Eriobotrya japonica,30,23,13,11,Trichothraupis melanops,1
Erythroxylum citrifolium,8,3.7,NA,NA,Trichothraupis melanops,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Trichothraupis melanops,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Trichothraupis melanops,0.5
Ficus catappifolia,32,23,1,0.5,Trichothraupis melanops,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Trichothraupis melanops,0.5
Ficus cyclophylla,14,12,1.4,1.2,Trichothraupis melanops,0.5
Ficus enormis,14,14,1.2,1,Trichothraupis melanops,0.5
Ficus glabra,16.6,18,1,0.5,Trichothraupis melanops,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Trichothraupis melanops,0.5
Ficus hirsuta,7,6,0.5,0.3,Trichothraupis melanops,0.5
Ficus insipida,17,20,2.8,1.7,Trichothraupis melanops,0.5
Ficus microcarpa,10,8,0.9,0.7,Trichothraupis melanops,0.5
Ficus organensis,8,7,0.7,0.7,Trichothraupis melanops,0.5
Ficus pertusa,8,8,1.1,1.1,Trichothraupis melanops,0.5
Ficus pulchella,17.93,18,0.8,0.7,Trichothraupis melanops,0.5
Leandra acutiflora,6.4,5.5,NA,NA,Trichothraupis melanops,1
Leandra dasytricha,5.1,NA,NA,NA,Trichothraupis melanops,0.5
Leandra melastomoides,9.3,7.5,NA,1,Trichothraupis melanops,1
Leandra variabilis,4.2,3.2,NA,1,Trichothraupis melanops,1
Miconia brasiliensis,2.6,3,NA,1,Trichothraupis melanops,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Trichothraupis melanops,0.5
Miconia chartacea,3.3,4,3.3,3.1,Trichothraupis melanops,1
Miconia cinerascens,3.7,4.5,1.4,1.3,Trichothraupis melanops,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Trichothraupis melanops,1
Miconia inconspicua,3.6,3,1,0.85,Trichothraupis melanops,1
Miconia latecrenata,1.9,2.3,1,1,Trichothraupis melanops,1
Miconia prasina,3.2,3.4,0.6,0.61,Trichothraupis melanops,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Trichothraupis melanops,1
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Trichothraupis melanops,0.5
Miconia staminea,6.3,6,NA,NA,Trichothraupis melanops,0.5
Miconia theizans,5,4,0.7,0.4,Trichothraupis melanops,1
Miconia tristis,3.4,3.6,1,1,Trichothraupis melanops,1
Miconia valtherii,4.4,3.9,1.1,0.9,Trichothraupis melanops,1
Ocotea daphnifolia,15,15,14,14,Trichothraupis melanops,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Trichothraupis melanops,0.5
Ocotea divaricata,9,NA,8,NA,Trichothraupis melanops,0.5
Ocotea elegans,9,7,8,5,Trichothraupis melanops,0.5
Ocotea insignis,34.5,20,29,17,Trichothraupis melanops,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Trichothraupis melanops,0.5
Ocotea laxa,8,16,7,13.6,Trichothraupis melanops,0.5
Ocotea odorifera,21.83,12.98,12,5,Trichothraupis melanops,0.5
Ocotea silvestris,20,15,15,11,Trichothraupis melanops,0.5
Ocotea teleiandra,21,17,20,16,Trichothraupis melanops,0.5
Ossaea angustifolia,5.2,4.2,NA,NA,Trichothraupis melanops,0.5
Ossaea marginata,4.9,4.4,NA,NA,Trichothraupis melanops,0.5
Pera glabrata,4.2,2.3,4,2.6,Trichothraupis melanops,1
Protium heptaphyllum,17.26,10.76,9.23,7.5,Trichothraupis melanops,0.5
Psychotria carthagenensis,5.2,5.5,5,4.3,Trichothraupis melanops,0.5
Psychotria deflexa,5.09,4.02,3,2.4,Trichothraupis melanops,0.5
Psychotria leiocarpa,8,9,3,2.4,Trichothraupis melanops,0.5
Psychotria myriantha,5.4,6.2,4,3,Trichothraupis melanops,0.5
Psychotria nuda,8.7,7,NA,NA,Trichothraupis melanops,0.5
Psychotria suterella,11,13,4,3,Trichothraupis melanops,0.5
Psychotria vellosiana,0.4,3.7,NA,NA,Trichothraupis melanops,1
Rhipsalis baccifera,5.84,5.79,1.09,0.58,Trichothraupis melanops,0.5
Rhipsalis floccosa,6,5,1.2,0.6,Trichothraupis melanops,0.5
Rhipsalis pachyptera,7.62,8.36,1.05,0.52,Trichothraupis melanops,0.5
Rhipsalis puniceodiscus,5.94,7.05,1.47,0.71,Trichothraupis melanops,0.5
Rhipsalis teres,4.51,4.49,1.02,0.56,Trichothraupis melanops,1
Rubus rosifolius,15,12.6,1.5,1,Trichothraupis melanops,1
Rubus urticifolius,10,8,2.2,1.4,Trichothraupis melanops,1
Schinus terebinthifolius,6,6,3.5,3.5,Trichothraupis melanops,1
Solanum americanum,6,6.2,1.4,1,Trichothraupis melanops,1
Solanum argenteum,20,11,2.2,2,Trichothraupis melanops,0.5
Solanum caavurana,15,10,2.5,2,Trichothraupis melanops,0.5
Solanum megalochiton,7.6,6.3,NA,NA,Trichothraupis melanops,0.5
Trema micrantha,3.5,2.7,2,1.7,Trichothraupis melanops,1
Trichilia elegans,14.6,6.5,7.6,6.9,Trichothraupis melanops,0.5
Trichilia lepidota,18,13,6,3.5,Trichothraupis melanops,0.5
Trichilia pseudostipularis,15.35,6.3,10.3,5.7,Trichothraupis melanops,0.5
Trichilia silvatica,8.4,5.1,7,3,Trichothraupis melanops,0.5
Urera baccifera,5,4.3,2,2,Trichothraupis melanops,1
Urera caracasana,4.7,3.5,NA,NA,Trichothraupis melanops,0.5
Urera mitis,3.5,2.5,1,0.8,Trichothraupis melanops,0.5
Aegiphila obducta,14.4,11.6,NA,NA,Turdus albicolis,0.5
Aegiphila sellowiana,8,4,4,2,Turdus albicolis,0.5
Aiouea saligna,17,10,16,9,Turdus albicolis,0.75
Alchornea triplinervia,5.8,4.7,5.8,4.1,Turdus albicolis,1
Allophylus edulis,8.73,7.86,7.69,5.74,Turdus albicolis,1
Amaioua guianensis,17,10,4.6,3.5,Turdus albicolis,1
Amaioua intermedia,19.38,9.24,4.6,3.61,Turdus albicolis,1
Cabralea canjerana,28,25,10,9,Turdus albicolis,1
Calyptranthes lanceolata,11,13,8,8,Turdus albicolis,0.5
Casearia aculeata,7.7,7.5,NA,NA,Turdus albicolis,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Turdus albicolis,0.5
Casearia pauciflora,29,28,8,7,Turdus albicolis,0.5
Casearia sylvestris,3,3,2,1.3,Turdus albicolis,0.5
Cecropia glaziovii,230,12.62,2,0.62,Turdus albicolis,1
Cecropia hololeuca,230,20.58,2.9,0.98,Turdus albicolis,0.5
Cecropia pachystachya,200,10,2,0.61,Turdus albicolis,0.5
Clusia criuva,13,11,NA,1.8,Turdus albicolis,1
Clusia lanceolata,40,41,6.5,3.1,Turdus albicolis,0.5
Copaifera langsdorffii,28.79,21.42,17,11,Turdus albicolis,1
Copaifera lucens,30.69,21.17,21.6,12.49,Turdus albicolis,0.5
Copaifera trapezifolia,31,23,18.3,11.53,Turdus albicolis,0.5
Cordia corymbosa,4,3.4,NA,NA,Turdus albicolis,0.5
Cordia magnoliifolia,9,10,7.5,5.5,Turdus albicolis,0.5
Cordia superba,20,22,15,10,Turdus albicolis,0.5
Cordia trichoclada,20,18,13,9,Turdus albicolis,0.5
Cupania oblongifolia,28.29,11,11.8,9.7,Turdus albicolis,1
Cupania racemosa,23,27,17,9.3,Turdus albicolis,0.5
Erythroxylum citrifolium,8,3.7,NA,NA,Turdus albicolis,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Turdus albicolis,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Turdus albicolis,0.5
Eugenia adenantha,12.6,9,NA,NA,Turdus albicolis,0.5
Eugenia brasiliensis,9.58,13.05,7.1,4.45,Turdus albicolis,0.5
Eugenia cerasiflora,16,11,13,8.5,Turdus albicolis,0.5
Eugenia glazioviana,12,11,10,9.5,Turdus albicolis,0.5
Eugenia involucrata,22,15,12,7,Turdus albicolis,0.5
Eugenia itapemirimensis,36.1,26.7,10,8.3,Turdus albicolis,0.5
Eugenia macrantha,35,34.6,8.91,7.76,Turdus albicolis,0.5
Eugenia mandiocensis,32.2,22.3,NA,NA,Turdus albicolis,0.5
Eugenia neoglomerata,20.7,19.13,16.4,14.46,Turdus albicolis,0.5
Eugenia prasina,18.2,9.7,18.9,9.41,Turdus albicolis,0.5
Eugenia sprengelli,5,8,4,7,Turdus albicolis,0.5
Eugenia stictosepala,31,18,26,16,Turdus albicolis,0.5
Eugenia subavenia,9.9,6.9,NA,NA,Turdus albicolis,0.5
Eugenia supraaxillaris,18.7,16.4,NA,NA,Turdus albicolis,0.5
Euterpe edulis,12.8,12.46,11.7,10,Turdus albicolis,1
Ficus catappifolia,32,23,1,0.5,Turdus albicolis,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Turdus albicolis,0.5
Ficus cyclophylla,14,12,1.4,1.2,Turdus albicolis,0.5
Ficus enormis,14,14,1.2,1,Turdus albicolis,0.5
Ficus glabra,16.6,18,1,0.5,Turdus albicolis,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Turdus albicolis,0.5
Ficus hirsuta,7,6,0.5,0.3,Turdus albicolis,0.5
Ficus insipida,17,20,2.8,1.7,Turdus albicolis,0.5
Ficus microcarpa,10,8,0.9,0.7,Turdus albicolis,0.5
Ficus organensis,8,7,0.7,0.7,Turdus albicolis,1
Ficus pertusa,8,8,1.1,1.1,Turdus albicolis,0.5
Ficus pulchella,17.93,18,0.8,0.7,Turdus albicolis,0.5
Geonoma elegans,10,10,NA,NA,Turdus albicolis,0.5
Geonoma pohliana,9,9,7.5,7.5,Turdus albicolis,0.5
Geonoma schottiana,10,8,NA,NA,Turdus albicolis,0.5
Guapira opposita,6.95,6.53,6.1,3.84,Turdus albicolis,1
Guarea guidonia,16,12,13,10,Turdus albicolis,0.5
Ilex paraguariensis,4.8,4.7,4.8,2.6,Turdus albicolis,0.5
Ixora gardneriana,8,6,5,4,Turdus albicolis,0.75
Leandra acutiflora,6.4,5.5,NA,NA,Turdus albicolis,1
Leandra dasytricha,5.1,NA,NA,NA,Turdus albicolis,0.5
Leandra melastomoides,9.3,7.5,NA,1,Turdus albicolis,0.5
Leandra variabilis,4.2,3.2,NA,1,Turdus albicolis,1
Marlierea cf.excoriata,9.76,2,9.7,9.85,Turdus albicolis,0.5
Maytenus cestrifolia,6.7,4.6,11,7.41,Turdus albicolis,0.5
Maytenus communis,14,9.1,NA,NA,Turdus albicolis,0.5
Maytenus ligustrina,25,14,12,8,Turdus albicolis,0.5
Maytenus obtusifolia,8,6,NA,6.8,Turdus albicolis,0.5
Miconia brasiliensis,2.6,3,NA,1,Turdus albicolis,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Turdus albicolis,0.5
Miconia chartacea,3.3,4,3.3,3.1,Turdus albicolis,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Turdus albicolis,1
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Turdus albicolis,1
Miconia inconspicua,3.6,3,1,0.85,Turdus albicolis,0.5
Miconia latecrenata,1.9,2.3,1,1,Turdus albicolis,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Turdus albicolis,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Turdus albicolis,1
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Turdus albicolis,0.5
Miconia staminea,6.3,6,NA,NA,Turdus albicolis,0.5
Miconia theizans,5,4,0.7,0.4,Turdus albicolis,1
Miconia tristis,3.4,3.6,1,1,Turdus albicolis,1
Miconia valtherii,4.4,3.9,1.1,0.9,Turdus albicolis,1
Mollinedia glabra,13,12,NA,NA,Turdus albicolis,0.5
Mollinedia lanceolata,12.8,8.5,NA,NA,Turdus albicolis,0.5
Mollinedia longifolia,15,8,NA,NA,Turdus albicolis,0.5
Mollinedia pachysandra,14.4,12,NA,NA,Turdus albicolis,0.5
Morus alba,17.5,NA,2,1,Turdus albicolis,0.5
Morus nigra,22.5,20,2,1,Turdus albicolis,1
Myrcia laxiflora,8,7.6,NA,NA,Turdus albicolis,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Turdus albicolis,1
Myrcia rostrata,6.5,4.5,3,2.5,Turdus albicolis,0.5
Myrsine ferruginea,3,NA,NA,NA,Turdus albicolis,1
Myrsine venosa,4.9,5,NA,4.2,Turdus albicolis,0.5
Nectandra leucantha,27,15,25,14,Turdus albicolis,0.5
Nectandra membranacea,10,15,8,10,Turdus albicolis,1
Nectandra oppositifolia,15,11,14,10,Turdus albicolis,0.5
Nectandra puberula,12.4,13,11,10.5,Turdus albicolis,0.5
Nectandra reticulata,15,9,14,8,Turdus albicolis,0.5
Ocotea daphnifolia,15,15,14,14,Turdus albicolis,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Turdus albicolis,0.5
Ocotea divaricata,9,NA,8,NA,Turdus albicolis,0.5
Ocotea elegans,9,7,8,5,Turdus albicolis,0.5
Ocotea insignis,34.5,20,29,17,Turdus albicolis,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Turdus albicolis,0.5
Ocotea laxa,8,16,7,13.6,Turdus albicolis,0.5
Ocotea odorifera,21.83,12.98,12,5,Turdus albicolis,0.5
Ocotea silvestris,20,15,15,11,Turdus albicolis,0.5
Ocotea teleiandra,21,17,20,16,Turdus albicolis,0.75
Paullinea carpopoda,9,7,8.3,6.6,Turdus albicolis,1
Persea alba,13.7,11.4,11.6,9.6,Turdus albicolis,0.5
Persea americana,155,95,50,6,Turdus albicolis,0.5
Protium heptaphyllum,17.26,10.76,9.23,7.5,Turdus albicolis,1
Psychotria carthagenensis,5.2,5.5,5,4.3,Turdus albicolis,0.5
Psychotria deflexa,5.09,4.02,3,2.4,Turdus albicolis,0.5
Psychotria leiocarpa,8,9,3,2.4,Turdus albicolis,0.5
Psychotria myriantha,5.4,6.2,4,3,Turdus albicolis,0.5
Psychotria nuda,8.7,7,NA,NA,Turdus albicolis,1
Psychotria suterella,11,13,4,3,Turdus albicolis,0.5
Psychotria vellosiana,0.4,3.7,NA,NA,Turdus albicolis,1
Rudgea macrophylla,8.5,13.5,NA,NA,Turdus albicolis,0.5
Schinus terebinthifolius,6,6,3.5,3.5,Turdus albicolis,1
Sloanea guianensis,20,20,10,6,Turdus albicolis,0.5
Sloanea monosperma,12,10,7,4,Turdus albicolis,0.5
Symplocos variabilis,5.2,3.87,NA,NA,Turdus albicolis,0.5
Tetrorchidium rubrivenium,10,12,6,4.5,Turdus albicolis,1
Trema micrantha,3.5,2.7,2,1.7,Turdus albicolis,1
Virola bicuhyba,36.8,21,24,16,Turdus albicolis,1
Virola gardneri,34.85,23.34,26,20,Turdus albicolis,0.5
Virola oleifera,35,23,22,12,Turdus albicolis,0.5
Xylopia brasiliensis,26,4.5,5.8,4.1,Turdus albicolis,1
Xylopia langsdorfiana,8,6,8.6,6.12,Turdus albicolis,0.75
Aegiphila obducta,14.4,11.6,NA,NA,Turdus amaurochalinus,0.5
Aegiphila sellowiana,8,4,4,2,Turdus amaurochalinus,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Turdus amaurochalinus,1
Casearia aculeata,7.7,7.5,NA,NA,Turdus amaurochalinus,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Turdus amaurochalinus,0.5
Casearia pauciflora,29,28,8,7,Turdus amaurochalinus,0.5
Casearia sylvestris,3,3,2,1.3,Turdus amaurochalinus,1
Cecropia glaziovii,230,12.62,2,0.62,Turdus amaurochalinus,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Turdus amaurochalinus,0.5
Cecropia pachystachya,200,10,2,0.61,Turdus amaurochalinus,1
Clusia criuva,13,11,NA,1.8,Turdus amaurochalinus,1
Clusia lanceolata,40,41,6.5,3.1,Turdus amaurochalinus,0.5
Copaifera langsdorffii,28.79,21.42,17,11,Turdus amaurochalinus,1
Copaifera lucens,30.69,21.17,21.6,12.49,Turdus amaurochalinus,0.5
Copaifera trapezifolia,31,23,18.3,11.53,Turdus amaurochalinus,0.5
Cupania oblongifolia,28.29,11,11.8,9.7,Turdus amaurochalinus,1
Cupania racemosa,23,27,17,9.3,Turdus amaurochalinus,0.5
Eriobotrya japonica,30,23,13,11,Turdus amaurochalinus,1
Erythroxylum citrifolium,8,3.7,NA,NA,Turdus amaurochalinus,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Turdus amaurochalinus,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Turdus amaurochalinus,0.5
Eugenia adenantha,12.6,9,NA,NA,Turdus amaurochalinus,0.5
Eugenia brasiliensis,9.58,13.05,7.1,4.45,Turdus amaurochalinus,1
Eugenia cerasiflora,16,11,13,8.5,Turdus amaurochalinus,0.5
Eugenia glazioviana,12,11,10,9.5,Turdus amaurochalinus,0.5
Eugenia involucrata,22,15,12,7,Turdus amaurochalinus,0.5
Eugenia itapemirimensis,36.1,26.7,10,8.3,Turdus amaurochalinus,0.5
Eugenia macrantha,35,34.6,8.91,7.76,Turdus amaurochalinus,0.5
Eugenia mandiocensis,32.2,22.3,NA,NA,Turdus amaurochalinus,0.5
Eugenia neoglomerata,20.7,19.13,16.4,14.46,Turdus amaurochalinus,0.5
Eugenia prasina,18.2,9.7,18.9,9.41,Turdus amaurochalinus,0.5
Eugenia sprengelli,5,8,4,7,Turdus amaurochalinus,0.5
Eugenia stictosepala,31,18,26,16,Turdus amaurochalinus,0.5
Eugenia subavenia,9.9,6.9,NA,NA,Turdus amaurochalinus,0.5
Eugenia supraaxillaris,18.7,16.4,NA,NA,Turdus amaurochalinus,0.5
Euterpe edulis,12.8,12.46,11.7,10,Turdus amaurochalinus,1
Ficus catappifolia,32,23,1,0.5,Turdus amaurochalinus,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Turdus amaurochalinus,0.5
Ficus cyclophylla,14,12,1.4,1.2,Turdus amaurochalinus,0.5
Ficus enormis,14,14,1.2,1,Turdus amaurochalinus,0.5
Ficus glabra,16.6,18,1,0.5,Turdus amaurochalinus,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Turdus amaurochalinus,0.5
Ficus hirsuta,7,6,0.5,0.3,Turdus amaurochalinus,0.5
Ficus insipida,17,20,2.8,1.7,Turdus amaurochalinus,1
Ficus microcarpa,10,8,0.9,0.7,Turdus amaurochalinus,1
Ficus organensis,8,7,0.7,0.7,Turdus amaurochalinus,1
Ficus pertusa,8,8,1.1,1.1,Turdus amaurochalinus,0.5
Ficus pulchella,17.93,18,0.8,0.7,Turdus amaurochalinus,0.5
Guapira opposita,6.95,6.53,6.1,3.84,Turdus amaurochalinus,1
Guarea guidonia,16,12,13,10,Turdus amaurochalinus,1
Ilex paraguariensis,4.8,4.7,4.8,2.6,Turdus amaurochalinus,0.5
Ixora gardneriana,8,6,5,4,Turdus amaurochalinus,0.5
Miconia brasiliensis,2.6,3,NA,1,Turdus amaurochalinus,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Turdus amaurochalinus,0.5
Miconia chartacea,3.3,4,3.3,3.1,Turdus amaurochalinus,1
Miconia cinerascens,3.7,4.5,1.4,1.3,Turdus amaurochalinus,1
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Turdus amaurochalinus,1
Miconia inconspicua,3.6,3,1,0.85,Turdus amaurochalinus,0.5
Miconia latecrenata,1.9,2.3,1,1,Turdus amaurochalinus,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Turdus amaurochalinus,1
Miconia pusilliflora,4.5,4.5,2.7,1.6,Turdus amaurochalinus,1
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Turdus amaurochalinus,0.5
Miconia staminea,6.3,6,NA,NA,Turdus amaurochalinus,0.5
Miconia theizans,5,4,0.7,0.4,Turdus amaurochalinus,0.5
Miconia tristis,3.4,3.6,1,1,Turdus amaurochalinus,1
Miconia valtherii,4.4,3.9,1.1,0.9,Turdus amaurochalinus,0.5
Morus alba,17.5,NA,2,1,Turdus amaurochalinus,0.5
Morus nigra,22.5,20,2,1,Turdus amaurochalinus,1
Musa paradisiaca,120,30,NA,4,Turdus amaurochalinus,0.5
Myrsine ferruginea,3,NA,NA,NA,Turdus amaurochalinus,1
Myrsine venosa,4.9,5,NA,4.2,Turdus amaurochalinus,0.5
Nectandra leucantha,27,15,25,14,Turdus amaurochalinus,0.5
Nectandra membranacea,10,15,8,10,Turdus amaurochalinus,0.5
Nectandra oppositifolia,15,11,14,10,Turdus amaurochalinus,0.5
Nectandra puberula,12.4,13,11,10.5,Turdus amaurochalinus,0.5
Nectandra reticulata,15,9,14,8,Turdus amaurochalinus,0.5
Ocotea daphnifolia,15,15,14,14,Turdus amaurochalinus,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Turdus amaurochalinus,0.5
Ocotea divaricata,9,NA,8,NA,Turdus amaurochalinus,0.5
Ocotea elegans,9,7,8,5,Turdus amaurochalinus,0.5
Ocotea insignis,34.5,20,29,17,Turdus amaurochalinus,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Turdus amaurochalinus,0.5
Ocotea laxa,8,16,7,13.6,Turdus amaurochalinus,0.5
Ocotea odorifera,21.83,12.98,12,5,Turdus amaurochalinus,0.5
Ocotea silvestris,20,15,15,11,Turdus amaurochalinus,0.5
Ocotea teleiandra,21,17,20,16,Turdus amaurochalinus,0.5
Piper aduncum,166,6,0.84,0.34,Turdus amaurochalinus,0.5
Piper arboreum,120,10,NA,NA,Turdus amaurochalinus,0.5
Piper gaudichaudianum,100,6,1,0.8,Turdus amaurochalinus,0.5
Protium heptaphyllum,17.26,10.76,9.23,7.5,Turdus amaurochalinus,1
Schinus terebinthifolius,6,6,3.5,3.5,Turdus amaurochalinus,1
Sloanea guianensis,20,20,10,6,Turdus amaurochalinus,0.5
Sloanea monosperma,12,10,7,4,Turdus amaurochalinus,0.5
Sorocea bonpplandii,11,9.1,9,7,Turdus amaurochalinus,1
Sorocea guilleminiana,15.7,14.3,5.8,8.29,Turdus amaurochalinus,0.5
Syzygium cumini,17,14.2,11.5,8.3,Turdus amaurochalinus,1
Tapirira guianensis,16,11.6,6.9,8.15,Turdus amaurochalinus,1
Trema micrantha,3.5,2.7,2,1.7,Turdus amaurochalinus,1
Trichilia elegans,14.6,6.5,7.6,6.9,Turdus amaurochalinus,0.5
Trichilia lepidota,18,13,6,3.5,Turdus amaurochalinus,0.5
Trichilia pseudostipularis,15.35,6.3,10.3,5.7,Turdus amaurochalinus,0.5
Trichilia silvatica,8.4,5.1,7,3,Turdus amaurochalinus,0.5
Virola bicuhyba,36.8,21,24,16,Turdus amaurochalinus,0.5
Virola gardneri,34.85,23.34,26,20,Turdus amaurochalinus,0.5
Virola oleifera,35,23,22,12,Turdus amaurochalinus,0.5
Xylopia brasiliensis,26,4.5,5.8,4.1,Turdus amaurochalinus,0.5
Xylopia langsdorfiana,8,6,8.6,6.12,Turdus amaurochalinus,0.75
Alchornea triplinervia,5.8,4.7,5.8,4.1,Turdus flavipes,1
Amaioua guianensis,17,10,4.6,3.5,Turdus flavipes,0.5
Amaioua intermedia,19.38,9.24,4.6,3.61,Turdus flavipes,1
Cabralea canjerana,28,25,10,9,Turdus flavipes,1
Casearia aculeata,7.7,7.5,NA,NA,Turdus flavipes,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Turdus flavipes,0.5
Casearia pauciflora,29,28,8,7,Turdus flavipes,0.5
Casearia sylvestris,3,3,2,1.3,Turdus flavipes,1
Cupania oblongifolia,28.29,11,11.8,9.7,Turdus flavipes,1
Cupania racemosa,23,27,17,9.3,Turdus flavipes,0.5
Eriobotrya japonica,30,23,13,11,Turdus flavipes,1
Erythroxylum citrifolium,8,3.7,NA,NA,Turdus flavipes,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Turdus flavipes,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Turdus flavipes,0.5
Eugenia adenantha,12.6,9,NA,NA,Turdus flavipes,0.5
Eugenia brasiliensis,9.58,13.05,7.1,4.45,Turdus flavipes,0.5
Eugenia cerasiflora,16,11,13,8.5,Turdus flavipes,0.5
Eugenia glazioviana,12,11,10,9.5,Turdus flavipes,0.5
Eugenia involucrata,22,15,12,7,Turdus flavipes,0.5
Eugenia itapemirimensis,36.1,26.7,10,8.3,Turdus flavipes,0.5
Eugenia macrantha,35,34.6,8.91,7.76,Turdus flavipes,0.5
Eugenia mandiocensis,32.2,22.3,NA,NA,Turdus flavipes,0.5
Eugenia neoglomerata,20.7,19.13,16.4,14.46,Turdus flavipes,0.5
Eugenia prasina,18.2,9.7,18.9,9.41,Turdus flavipes,0.5
Eugenia sprengelli,5,8,4,7,Turdus flavipes,0.5
Eugenia stictosepala,31,18,26,16,Turdus flavipes,0.5
Eugenia subavenia,9.9,6.9,NA,NA,Turdus flavipes,0.5
Eugenia supraaxillaris,18.7,16.4,NA,NA,Turdus flavipes,0.5
